,latitude,longitude,title,content,image,image_desc
107,52.36444,4.88088,Nieuwe De la Mar Theater,"<p>After Theater De la Mar ran into financial difficulties in <strong>1950</strong>, Wim Sonneveld took over the management of the theater. The name was changed to the Nieuwe De la Mar theater and Wim Sonneveld remained involved with the DeLaMar theater until his death in <strong>1974</strong>.<sup data-footnote-id=""d89vo""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""d89vo"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie&nbsp;<a href=""https://nl.wikipedia.org/wiki/DeLaMar"">https://nl.wikipedia.org/wiki/DeLaMar</a> (geraadpeegd 27 november 2023).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
167,52.344589,4.90837,Nieuwenburg family home | Amsterdam,,https://research.annefrank.org/media/WKSAA00093000526.jpg,"Woningkaart Gaaspstraat 12, later 25."
168,52.16503,4.50771,Nieuwenburg family home | Leiden,,https://research.annefrank.org/media/LEI001017278.jpg,"Atjehstraat Leiden, rond 1924."
108,52.378779,4.889748,Noblesse,,../images/unknown_place.png,Unknown Photo
109,52.34451,4.89508,Oase,"<p>Lunchroom and ice cream buffet located at Geleenstraat 1, Amsterdam.<sup data-footnote-id=""okfe3""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup>&nbsp;The case was registered at the Chamber of Commerce on <strong>4 May 1940</strong> by Max Gallasch.<sup data-footnote-id=""okfe3""><a href=""#footnote-1"" id=""footnote-marker-1-2"" rel=""footnote"">[1]</a></sup>&nbsp;Oase was one of the catering establishments in Amsterdam South where Jews could continue to go.<sup data-footnote-id=""rpl0e""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>&nbsp;In the evening of <strong>May 21, 1941</strong>, members of the <em>Hitlerjugend</em> and NSB wanted to invade the shop. Six police officers managed to prevent this.<sup data-footnote-id=""jo8gf""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""okfe3"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">a</a>, <a href=""#footnote-marker-1-2"">b</a> </sup><cite>Noord-Hollands Archief, Haarlem, Handelsregister, Kamer van Koophandel Amsterdam, dossiernr. 33054185; Bianca Stigter, <em>Atlas van een bezette stad: Amsterdam 1940-1945</em>, Amsterdam: Atlas Contact, 2019, p. 428.</cite></li>
	<li data-footnote-id=""rpl0e"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Anne Frank, Diary Version A, 30 June and 8 July 1942; Diary Version B, 20 June 1942, in: <em>The Collected Works,&nbsp;</em>transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
	<li data-footnote-id=""jo8gf"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Stadsarchief Amsterdam, Gemeentepolitie Amsterdam, inv. nr. 2959: Rapport bureau Pieter Aertszstraat, 22 mei 1941, 22.30.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
110,46.487319,30.739278,Odessa,"<p>A headline from <strong>30 March 1944</strong> says: <em>Odessa centre of Soviet attack</em>.<sup data-footnote-id=""4col0""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> On the night of <strong>9-10 April</strong>, German troops evacuated the city.<sup data-footnote-id=""s6cdl""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup> On <strong>10 April</strong>, the Red Army entered Odessa.<sup data-footnote-id=""bjyru""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup> Odessa was mentioned in Anne&#39;s diary because of the battle that raged here at the end of March.<sup data-footnote-id=""w8780""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<p>Otto Frank, when returning from Auschwitz on <strong>21 May 1945</strong>, left Odessa on the Monowai for Marseille.</p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""4col0"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><em>Het Vaderland</em>, 30 maart 1944.</cite></li>
	<li data-footnote-id=""s6cdl"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite><em>De Tijd</em>, 11 april 1944.</cite></li>
	<li data-footnote-id=""bjyru"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>L. de Jong, <em>Het Koninkrijk der Nederlanden in de Tweede Wereldoorlog,&nbsp;deel 7</em>:&nbsp;<em>Mei &rsquo;43 &ndash; Juni &rsquo;44,&nbsp;tweede helft, </em>&#39;s-Gravenhage: Nijhoff<em>, </em>1976, p. 1293.</cite></li>
	<li data-footnote-id=""w8780"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Anne Frank, Version A, 31 March 1944, in: <em>The Collected Works</em>; [transl. from the Dutch by Susan Massotty; transl. from the German language by Kirsten Warner and transl. from the Dutch language by Nancy Forest-Flier]. London [etc.]: Bloomsbury Continuum, 2019. ISBN 978-1-4729-6491-5.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
83,52.36649,4.88606,Office of sollicitor Ton Dunselman,,../images/unknown_place.png,Unknown Photo
82,51.52074,-0.14353,Office of the General Medical Council,"<p>From their hometown in Germany, both Fritz Pfeffer and his brother Ernst Pfeffer sent in the <strong>mid-1930s&nbsp;</strong>a request for registration as a dentist in the United Kingdom to the General Medical Council (GMC) in London.<sup data-footnote-id=""0tg6m""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> This organization assessed whether refugees with a medical profession were eligible for residence and work permits.<sup data-footnote-id=""5214f""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""0tg6m"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>University College London, <em>The survey of London.</em>&nbsp;<em>Former General Medical Council offices, 44&ndash;50 Hallam Street</em>, 4 maart 2016:&nbsp;<a href=""https://blogs.ucl.ac.uk/survey-of-london/2016/03/04/former-general-medical-council-offices-44-50-hallam-street/"">https://blogs.ucl.ac.uk/survey-of-london/2016/03/04/former-general-medical-council-offices-44-50-hallam-street/</a>&nbsp;(geraadpleegd 20 februari 2024).</cite></li>
	<li data-footnote-id=""5214f"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>The minutes of the General Medical Council (G.M.C. London) Volume 72 - 1935. Reports on Applications for Registration of Foreign dentists under the Dentists Act 1878, p. 245-251;&nbsp;Volume 74 - 1937. Reports on Applications for Registration of Foreign dentists under the Dentists Act 1878, p. 239-242.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
135,52.30642,6.93376,Oldenzaal Station,,https://research.annefrank.org/media/HUA_Coll_de_Pater_coll._nr._161909.jpg,"Station Oldenzaal, 1925-1935."
112,52.375236,4.891791,Opekta | Nieuwezijds Voorburgwal,,https://research.annefrank.org/media/ANWU01624000001.jpg,"Gebouw Candida, rond 1933"
113,52.3753,4.884037,Opekta | Prinsengracht 263,<p>It has been home to the Anne Frank House since 1960.</p>,https://research.annefrank.org/media/012_010_Foto_Carel_Blazer_1947_G3jZc5v.jpg,"Prinsengracht 263, waar Opekta was gevestigd, 1947"
114,52.36892,4.88745,Opekta | Singel,"<p>The property previously housed the textile firm Hofhuis &amp; Janus. It was also the home address of Joop Hofhuis <strong>in the late 1920</strong>s,<sup data-footnote-id=""0gizm""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> and his brother-in-law owned it.<sup data-footnote-id=""fbsaa""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup> It therefore looks like Otto Frank was able to move to this location&nbsp;through his business network.</p>

<p>From the <strong>summer of 1933</strong>, Opekta visited fairs and women&#39;s organisations across the country for years to demonstrate the product. In January <strong>1937</strong>, its own company kitchen served as a demonstration room. The second class of the Alkmaar household school visited the Singel on the 20th to learn the use of Opekta.<sup data-footnote-id=""72ns5""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<p>In <strong>November of 1940</strong>, Opekta and Pectacon moved to Prinsengracht 263. A short time later, the paramilitary Resistance Division (WA) of the National Socialist Movement (NSB) occupied Singel 400 as a Unit House.<sup data-footnote-id=""ve9r7""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""0gizm"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Stadsarchief Amsterdam (SAA), Dienst Bevolkingsregisters, Gezinskaarten, toegang 5422, gezinskaart J.A.W. Hofhuijs (een eerder gecorrigeerde verschrijving is bij de digitalering opnieuw overgenomen).</cite></li>
	<li data-footnote-id=""fbsaa"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>SAA, Gemeentepolitie Amsterdam, toegang 5225, inv. nr. 7055, rapportenboek bureau Warmoesstraat, 24 april 1940, mut. 5.30 uur n.m.</cite></li>
	<li data-footnote-id=""72ns5"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>&ldquo;Huishoud- en industrieschool&rdquo;, <em>Alkmaarsche Courant</em>, 31 maart 1937, p. 2.&nbsp;</cite></li>
	<li data-footnote-id=""ve9r7"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>SAA, Gemeentepolitie Amsterdam, inv. nr. 2956, processen-verbaal inzake gevechten 10 en 11 februari 1941, verklaring P.B. Ruppert, d.d. 18 februari 1941; Bianca Stigter, <em>Atlas van een bezette stad: Amsterdam 1940-1945</em>, Amsterdam: Atlas Contact, 2019, p. 197.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
116,52.37032,4.89159,Perry & Co,"<p>Perry &amp; Co., N.V. Trading Company was located at Kalverstraat 93-99, Amsterdam.<sup data-footnote-id=""840w4""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> It was a shop selling toys, stationery, household items, and board games, among other things.<sup data-footnote-id=""e75qc""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>&nbsp;Anne Frank writes in her diary that she wants to ask Bep Voskuijl to check at Perry&#39;s to see if any diaries are still available there.<sup data-footnote-id=""lg2m9""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""840w4"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><em>Algemeen Adresboek der stad Amsterdam. 85ste jaargang,&nbsp;</em>1938-1939, p. 986. Zie ook: &#39;<a href=""https://nos.nl/artikel/2088514-perry-begon-in-1866-met-voorwerpen-voor-huiselijk-gebruik"" target=""_blank"">Perry begon in 1866 met &#39;voorwerpen voor huiselijk gebruik</a>&#39;, NOS Nieuws, 22 februari 2016.</cite></li>
	<li data-footnote-id=""e75qc"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>&quot;Wij zoeken:&quot;,&nbsp;<em>Het Volk</em>, 1 september 1944, p. 2.</cite></li>
	<li data-footnote-id=""lg2m9"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Anne spelled the name of the shop as <em>Perrij</em>. Anne Frank, Diary Version A,&nbsp;20 October 1942, in: <em>The Collected Works,&nbsp;</em>transl. from the Dutch by Susan Massotty,&nbsp; London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
</ol>
</section>",https://research.annefrank.org/media/A064_OSIM00002001465.jpg,"Perry & Co in de Kalverstraat, jaartal onbekend"
117,40.747005,-74.009142,"Pier 60- 62, New York","<p>They were part of the Chelsea Piers, a series of piers in Chelsea, on the west side of Manhattan in New York City, the berths for ocean liners on the west side of Manhattan from <strong>1910</strong> to the <strong>1930s</strong>.<sup data-footnote-id=""s368k""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""s368k"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie:&nbsp;<a href=""https://en.wikipedia.org/wiki/Chelsea_Piers"">https://en.wikipedia.org/wiki/Chelsea_Piers</a> (geraadpleegd 29 november 2023)</cite></li>
</ol>
</section>",https://research.annefrank.org/media/LOC-GOV-master-pnp-cph-3c10000-3c19000-3c19900-3c19975u-bewerkt.jpg,"New York, met links de haven. Circa 1934."
119,52.37433,4.88691,"Prad, Reclameadvies- en advertentiebureau (Prad Advertising Consultancy and Agency)","<p><strong>Address:&nbsp;</strong>Herengracht 168, Amsterdam.<sup data-footnote-id=""dqrii""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>Prad was an advertising agency that Otto Frank was in contact with after the war. Before the war, Maurice Aronson had been very successful with his advertising agency Arc&#39;s. When he set up another agency after the war, he again looked for a four-letter name. He considered choosing &#39;Prograd&#39; (&#39;progression and advertising&#39;), but eventually accepted his wife&#39;s suggestion to call the business &#39;Prad&#39;.<sup data-footnote-id=""c9sb2""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<p>In <strong>1949</strong>, Prad agency offered Otto Frank two proof drawings, made by (Arthur) Goldsteen, for the proposed publication of the little story written by Anne while in hiding, <em>Do you remember? </em><sup data-footnote-id=""7u7kv""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup> <sup data-footnote-id=""abh9f""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<p>In <strong>1963</strong>, Prad was one of the largest advertising agencies in the Netherlands.<sup data-footnote-id=""lm1u0""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""dqrii"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Anne Frank Stichting (AFS), Anne Frank Collectie (AFC), Otto Frank Archief (OFA), reg. code OFA_101: M.A. Aronson aan Otto Frank, 3 mei 1949.</cite></li>
	<li data-footnote-id=""c9sb2"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>R.P.M. van Rossum,&nbsp;<em>Van advertentiekruier tot reclameadviesbureau: de ontwikkeling in Nederland, de Verenigde Staten en Duitsland voor de Tweede Wereldoorlog</em> (proefschrift Universteit van Amsterdam, 2012), p. 215 (noot 78).</cite></li>
	<li data-footnote-id=""7u7kv"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Zie noot 1. Uiteindelijk zullen omslag en illustraties gemaakt worden door Kees Kelfkens.<em>&nbsp;</em>In de lente van dat jaar heeft Otto Frank het bureau enkele keren in zijn agenda staan.AFS, AFC, reg. code OFA_006: Agenda Otto Frank 1949 (aantekeningen bij 26 april, 24 mei en 11 juni).</cite></li>
	<li data-footnote-id=""abh9f"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Anne Frank, Tales and Events from the Secret Annex, &quot;Do You Remember?&quot;, in: <em>The Collected Works</em>; [transl. from the Dutch by Susan Massotty; transl. from the German language by Kirsten Warner and transl. from the Dutch language by Nancy Forest-Flier]. London [etc.]: Bloomsbury Continuum, 2019. ISBN 978-1-4729-6491-5.</cite></li>
	<li data-footnote-id=""lm1u0"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Van Rossum,&nbsp;<em>Van advertentiekruier tot reclameadviesbureau</em>, p. 236 (noot 102).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
